Date,HomeTeam,AwayTeam,HTHG,HTAG,HTR,FTHG,FTAG,FTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,Season_Start_Year,Referee,Avg_H_Odds,Avg_D_Odds,Avg_A_Odds,Total_Goals,Goal_Difference,Home_Shots_Accuracy,Away_Shots_Accuracy,Avg_Over_2.5,Avg_Under_2.5
29/12/12,Stoke,Southampton,1,3,A,3,3,D,10,8,8,7,7,4,6,9,1,2,1,0,2012-2013,2012,M Clattenburg,1.83,3.43,4.58,6,0,0.8,0.875,2.1,1.72
29/12/12,Sunderland,Tottenham,1,0,H,1,2,A,9,18,6,14,3,8,9,15,1,3,0,0,2012-2013,2012,L Mason,3.62,3.36,2.07,3,-1,0.6666666666666666,0.7777777777777778,2.01,1.79
30/12/12,Everton,Chelsea,1,1,D,1,2,A,12,15,6,10,7,7,14,12,2,3,0,0,2012-2013,2012,H Webb,2.86,3.29,2.48,3,-1,0.5,0.6666666666666666,1.87,1.93
30/12/12,QPR,Liverpool,0,3,A,0,3,A,14,16,7,11,1,9,10,8,2,1,0,0,2012-2013,2012,A Taylor,4.0,3.47,1.92,3,-3,0.5,0.6875,1.94,1.86
01/01/13,Man City,Stoke,1,0,H,3,0,H,17,4,9,3,7,2,6,9,2,2,0,0,2012-2013,2012,M Oliver,1.29,5.38,10.96,3,3,0.5294117647058824,0.75,1.64,2.21
01/01/13,Southampton,Arsenal,1,1,D,1,1,D,9,6,6,4,3,3,9,6,2,0,0,0,2012-2013,2012,L Probert,4.85,3.82,1.7,2,0,0.6666666666666666,0.6666666666666666,1.59,2.28
01/01/13,Swansea,Aston Villa,1,1,D,2,2,D,23,8,13,6,3,2,7,15,0,4,0,0,2012-2013,2012,M Halsey,1.59,3.95,5.77,4,0,0.5652173913043478,0.75,1.83,1.97
01/01/13,Tottenham,Reading,1,1,D,3,1,H,30,7,20,4,12,3,9,9,0,0,0,0,2012-2013,2012,H Webb,1.34,4.94,9.49,4,2,0.6666666666666666,0.5714285714285714,1.59,2.29
01/01/13,West Brom,Fulham,0,1,A,1,2,A,17,10,10,5,10,5,14,6,0,0,0,0,2012-2013,2012,M Dean,2.0,3.48,3.73,3,-1,0.5882352941176471,0.5,1.83,1.97
01/01/13,West Ham,Norwich,2,0,H,2,1,H,14,9,8,3,11,3,14,7,0,0,0,0,2012-2013,2012,M Clattenburg,2.09,3.39,3.51,3,1,0.5714285714285714,0.3333333333333333,1.87,1.92
01/01/13,Wigan,Man United,0,2,A,0,4,A,7,14,3,9,1,6,13,5,1,1,0,0,2012-2013,2012,A Marriner,5.96,4.08,1.55,4,-4,0.42857142857142855,0.6428571428571429,1.55,2.36
02/01/13,Chelsea,QPR,0,0,D,0,1,A,23,8,11,5,14,2,12,8,1,1,0,0,2012-2013,2012,L Mason,1.21,6.44,13.66,1,-1,0.4782608695652174,0.625,1.47,2.6
02/01/13,Liverpool,Sunderland,2,0,H,3,0,H,27,6,16,5,9,5,8,5,0,1,0,0,2012-2013,2012,P Dowd,1.38,4.63,8.51,3,3,0.5925925925925926,0.8333333333333334,1.72,2.1
02/01/13,Newcastle,Everton,1,1,D,1,2,A,14,7,11,6,4,6,21,7,3,2,0,0,2012-2013,2012,M Atkinson,3.01,3.38,2.33,3,-1,0.7857142857142857,0.8571428571428571,1.8,2.0
12/01/13,Aston Villa,Southampton,0,1,A,0,1,A,16,11,10,4,9,5,9,6,1,1,0,0,2012-2013,2012,M Halsey,2.45,3.37,2.84,1,-1,0.625,0.36363636363636365,1.83,1.96
12/01/13,Everton,Swansea,0,0,D,0,0,D,16,4,8,2,7,1,13,9,1,4,0,0,2012-2013,2012,P Dowd,1.56,4.05,5.84,0,0,0.5,0.5,1.71,2.12
12/01/13,Fulham,Wigan,1,0,H,1,1,D,14,15,5,6,6,8,8,15,0,1,0,0,2012-2013,2012,M Clattenburg,1.97,3.47,3.83,2,0,0.35714285714285715,0.4,1.74,2.08
12/01/13,Norwich,Newcastle,0,0,D,0,0,D,12,9,3,4,5,4,5,6,0,1,0,0,2012-2013,2012,A Taylor,2.18,3.39,3.3,0,0,0.25,0.4444444444444444,1.76,2.04
12/01/13,QPR,Tottenham,0,0,D,0,0,D,4,16,1,8,2,6,10,7,1,1,0,0,2012-2013,2012,L Probert,4.27,3.64,1.83,0,0,0.25,0.5,1.72,2.1
12/01/13,Reading,West Brom,0,1,A,3,2,H,7,11,7,6,8,4,6,13,1,1,0,0,2012-2013,2012,K Friend,2.86,3.34,2.45,5,1,1.0,0.5454545454545454,1.82,1.97
12/01/13,Stoke,Chelsea,0,1,A,0,4,A,11,11,5,9,6,7,13,9,1,0,0,0,2012-2013,2012,A Marriner,4.04,3.4,1.94,4,-4,0.45454545454545453,0.8181818181818182,2.07,1.74
12/01/13,Sunderland,West Ham,1,0,H,3,0,H,18,9,14,4,4,6,10,13,0,3,0,0,2012-2013,2012,N Swarbrick,2.31,3.25,3.17,3,3,0.7777777777777778,0.4444444444444444,2.11,1.72
13/01/13,Arsenal,Man City,0,2,A,0,2,A,9,16,4,9,2,7,11,18,2,4,1,1,2012-2013,2012,M Dean,2.59,3.37,2.69,2,-2,0.4444444444444444,0.5625,1.71,2.12
13/01/13,Man United,Liverpool,1,0,H,2,1,H,15,12,10,5,3,1,14,16,1,4,0,0,2012-2013,2012,H Webb,1.87,3.64,4.06,3,1,0.6666666666666666,0.4166666666666667,1.58,2.31
16/01/13,Chelsea,Southampton,2,0,H,2,2,D,19,7,10,3,4,3,10,11,1,0,0,0,2012-2013,2012,M Oliver,1.23,6.15,12.61,4,0,0.5263157894736842,0.42857142857142855,1.48,2.56
19/01/13,Liverpool,Norwich,2,0,H,5,0,H,17,5,10,3,10,4,10,8,1,1,0,0,2012-2013,2012,M Oliver,1.31,5.25,9.66,5,5,0.5882352941176471,0.6,1.51,2.48
19/01/13,Man City,Fulham,1,0,H,2,0,H,20,3,11,0,1,2,12,6,1,2,0,0,2012-2013,2012,J Moss,1.24,5.96,12.12,2,2,0.55,0.0,1.46,2.61
19/01/13,Newcastle,Reading,1,0,H,1,2,A,15,6,10,2,6,2,9,10,2,3,0,0,2012-2013,2012,A Marriner,1.74,3.72,4.7,3,-1,0.6666666666666666,0.3333333333333333,1.72,2.09
19/01/13,Swansea,Stoke,0,0,D,3,1,H,12,7,6,2,7,6,11,9,0,0,0,0,2012-2013,2012,M Dean,2.17,3.27,3.46,4,2,0.5,0.2857142857142857,2.16,1.68
19/01/13,West Brom,Aston Villa,0,2,A,2,2,D,25,11,9,7,8,8,8,10,3,3,0,0,2012-2013,2012,L Probert,1.73,3.67,4.84,4,0,0.36,0.6363636363636364,1.81,1.97
19/01/13,West Ham,QPR,0,1,A,1,1,D,22,9,13,6,12,2,6,11,1,0,0,0,2012-2013,2012,H Webb,2.05,3.36,3.69,2,0,0.5909090909090909,0.6666666666666666,1.97,1.82
19/01/13,Wigan,Sunderland,1,3,A,2,3,A,20,10,11,5,9,0,10,16,3,2,0,0,2012-2013,2012,A Taylor,2.11,3.34,3.53,5,-1,0.55,0.5,2.03,1.77
20/01/13,Chelsea,Arsenal,2,0,H,2,1,H,13,12,8,8,3,9,10,11,2,1,0,0,2012-2013,2012,M Atkinson,1.9,3.58,3.99,3,1,0.6153846153846154,0.6666666666666666,1.66,2.18
20/01/13,Tottenham,Man United,0,1,A,1,1,D,23,6,18,4,9,4,7,14,1,4,0,0,2012-2013,2012,C Foy,2.86,3.41,2.42,2,0,0.782608695652174,0.6666666666666666,1.64,2.22
21/01/13,Southampton,Everton,0,0,D,0,0,D,14,10,11,7,10,6,14,11,2,1,0,0,2012-2013,2012,N Swarbrick,3.7,3.42,2.02,0,0,0.7857142857142857,0.7,1.78,2.03
23/01/13,Arsenal,West Ham,1,1,D,5,1,H,23,7,17,5,13,5,9,10,0,1,0,0,2012-2013,2012,A Marriner,1.44,4.38,7.34,6,4,0.7391304347826086,0.7142857142857143,1.67,2.17
29/01/13,Aston Villa,Newcastle,0,2,A,1,2,A,10,10,4,7,3,4,16,9,5,2,0,0,2012-2013,2012,M Dean,2.75,3.3,2.6,3,-1,0.4,0.7,1.91,1.89
29/01/13,QPR,Man City,0,0,D,0,0,D,5,15,3,7,2,10,9,9,2,2,0,0,2012-2013,2012,P Dowd,7.3,4.41,1.45,0,0,0.6,0.4666666666666667,1.68,2.16
29/01/13,Stoke,Wigan,1,0,H,2,2,D,9,11,4,6,0,1,12,10,1,1,0,0,2012-2013,2012,M Jones,2.12,3.26,3.65,4,0,0.4444444444444444,0.5454545454545454,2.26,1.63
29/01/13,Sunderland,Swansea,0,0,D,0,0,D,4,18,2,8,3,4,11,11,1,2,0,0,2012-2013,2012,A Marriner,2.45,3.26,2.96,0,0,0.5,0.4444444444444444,2.06,1.75
30/01/13,Arsenal,Liverpool,0,1,A,2,2,D,14,10,6,5,8,6,9,11,3,1,0,0,2012-2013,2012,K Friend,2.33,3.36,3.02,4,0,0.42857142857142855,0.5,1.7,2.13
30/01/13,Everton,West Brom,2,0,H,2,1,H,11,7,4,4,5,2,9,14,0,2,0,0,2012-2013,2012,M Oliver,1.58,3.95,5.84,3,1,0.36363636363636365,0.5714285714285714,1.67,2.16
30/01/13,Fulham,West Ham,1,0,H,3,1,H,13,8,6,4,2,8,8,9,2,0,0,0,2012-2013,2012,C Foy,2.16,3.38,3.34,4,2,0.46153846153846156,0.5,1.83,1.97
30/01/13,Man United,Southampton,2,1,H,2,1,H,11,21,7,10,4,8,10,10,2,1,0,0,2012-2013,2012,L Mason,1.22,6.41,12.12,3,1,0.6363636363636364,0.47619047619047616,1.36,3.01
30/01/13,Norwich,Tottenham,1,0,H,1,1,D,8,12,4,7,3,6,13,14,4,1,0,0,2012-2013,2012,N Swarbrick,4.38,3.57,1.82,2,0,0.5,0.5833333333333334,1.78,2.02
30/01/13,Reading,Chelsea,0,1,A,2,2,D,5,14,2,5,0,6,8,20,1,2,0,0,2012-2013,2012,M Halsey,6.73,4.33,1.48,4,0,0.4,0.35714285714285715,1.58,2.33
02/02/13,Arsenal,Stoke,0,0,D,1,0,H,15,6,9,2,11,1,3,13,0,3,0,0,2012-2013,2012,C Foy,1.4,4.45,8.43,1,1,0.6,0.3333333333333333,1.74,2.08
02/02/13,Everton,Aston Villa,1,2,A,3,3,D,22,8,13,4,15,2,6,23,1,4,0,0,2012-2013,2012,M Jones,1.38,4.63,8.7,6,0,0.5909090909090909,0.5,1.66,2.2
02/02/13,Fulham,Man United,0,0,D,0,1,A,15,13,8,8,5,8,8,15,1,1,0,0,2012-2013,2012,K Friend,5.52,3.99,1.6,1,-1,0.5333333333333333,0.6153846153846154,1.6,2.28
02/02/13,Newcastle,Chelsea,1,0,H,3,2,H,19,12,13,6,5,4,11,5,2,3,0,0,2012-2013,2012,H Webb,3.79,3.37,2.02,5,1,0.6842105263157895,0.5,1.74,2.08
02/02/13,QPR,Norwich,0,0,D,0,0,D,15,14,7,9,10,8,6,20,2,5,0,0,2012-2013,2012,J Moss,1.97,3.41,3.92,0,0,0.4666666666666667,0.6428571428571429,1.91,1.88
02/02/13,Reading,Sunderland,1,1,D,2,1,H,9,10,5,6,6,8,12,15,1,3,0,0,2012-2013,2012,L Mason,2.42,3.28,2.95,3,1,0.5555555555555556,0.6,1.96,1.83
02/02/13,West Ham,Swansea,0,0,D,1,0,H,18,11,9,7,5,3,7,9,1,1,0,0,2012-2013,2012,L Probert,2.34,3.29,3.08,1,1,0.5,0.6363636363636364,1.9,1.89
02/02/13,Wigan,Southampton,1,0,H,2,2,D,5,15,3,7,8,5,6,16,0,2,0,0,2012-2013,2012,A Marriner,2.16,3.37,3.38,4,0,0.6,0.4666666666666667,1.8,2.0
03/02/13,Man City,Liverpool,1,1,D,2,2,D,9,21,5,12,9,10,14,7,2,4,0,0,2012-2013,2012,A Taylor,1.82,3.61,4.36,4,0,0.5555555555555556,0.5714285714285714,1.67,2.18
03/02/13,West Brom,Tottenham,0,0,D,0,1,A,4,21,3,13,2,17,9,9,1,0,1,0,2012-2013,2012,M Clattenburg,3.47,3.35,2.13,1,-1,0.75,0.6190476190476191,1.88,1.91
09/02/13,Chelsea,Wigan,1,0,H,4,1,H,25,13,17,10,10,6,9,13,1,2,0,0,2012-2013,2012,M Dean,1.32,5.27,9.13,5,3,0.68,0.7692307692307693,1.49,2.52
09/02/13,Norwich,Fulham,0,0,D,0,0,D,15,7,8,5,3,4,10,16,2,2,0,0,2012-2013,2012,H Webb,2.26,3.34,3.18,0,0,0.5333333333333333,0.7142857142857143,1.95,1.84
09/02/13,Southampton,Man City,2,1,H,3,1,H,13,7,7,4,6,6,9,13,1,2,0,0,2012-2013,2012,M Atkinson,5.43,3.94,1.62,4,2,0.5384615384615384,0.5714285714285714,1.73,2.09
09/02/13,Stoke,Reading,0,0,D,2,1,H,13,5,10,4,11,3,7,4,2,0,0,0,2012-2013,2012,M Oliver,1.88,3.45,4.3,3,1,0.7692307692307693,0.8,2.03,1.77
09/02/13,Sunderland,Arsenal,0,1,A,0,1,A,12,18,7,9,11,2,6,13,3,2,0,1,2012-2013,2012,A Taylor,4.22,3.55,1.86,1,-1,0.5833333333333334,0.5,1.87,1.91
09/02/13,Swansea,QPR,2,0,H,4,1,H,13,14,12,8,5,2,10,9,1,3,0,0,2012-2013,2012,N Swarbrick,1.82,3.52,4.51,5,3,0.9230769230769231,0.5714285714285714,2.05,1.75
09/02/13,Tottenham,Newcastle,1,1,D,2,1,H,16,9,9,7,11,5,5,11,0,2,0,0,2012-2013,2012,P Dowd,1.65,3.87,5.24,3,1,0.5625,0.7777777777777778,1.69,2.15
10/02/13,Aston Villa,West Ham,0,0,D,2,1,H,7,13,2,7,4,10,15,12,3,2,0,0,2012-2013,2012,M Clattenburg,2.56,3.29,2.76,3,1,0.2857142857142857,0.5384615384615384,1.95,1.83
10/02/13,Man United,Everton,2,0,H,2,0,H,10,9,6,8,7,6,12,9,0,2,0,0,2012-2013,2012,M Halsey,1.72,3.82,4.69,2,2,0.6,0.8888888888888888,1.62,2.25
11/02/13,Liverpool,West Brom,0,0,D,0,2,A,23,4,14,3,13,5,9,9,1,4,0,0,2012-2013,2012,J Moss,1.37,4.77,8.54,2,-2,0.6086956521739131,0.75,1.61,2.26
17/02/13,Liverpool,Swansea,1,0,H,5,0,H,33,4,18,3,10,1,6,9,0,1,0,0,2012-2013,2012,H Webb,1.55,4.14,5.84,5,5,0.5454545454545454,0.75,1.66,2.2
23/02/13,Arsenal,Aston Villa,1,0,H,2,1,H,24,5,14,3,12,3,7,12,1,2,0,0,2012-2013,2012,M Atkinson,1.31,5.27,9.83,3,1,0.5833333333333334,0.6,1.53,2.42
23/02/13,Fulham,Stoke,1,0,H,1,0,H,20,7,9,2,9,4,4,9,1,3,0,0,2012-2013,2012,L Probert,2.13,3.26,3.56,1,1,0.45,0.2857142857142857,2.15,1.69
23/02/13,Norwich,Everton,0,1,A,2,1,H,10,11,9,5,7,5,15,10,1,1,0,0,2012-2013,2012,L Mason,3.62,3.35,2.08,3,1,0.9,0.45454545454545453,1.96,1.83
23/02/13,QPR,Man United,0,1,A,0,2,A,12,13,5,8,2,4,10,6,0,0,0,0,2012-2013,2012,A Taylor,6.47,4.03,1.53,2,-2,0.4166666666666667,0.6153846153846154,1.73,2.09
23/02/13,Reading,Wigan,0,2,A,0,3,A,7,14,1,8,2,9,9,11,1,1,1,0,2012-2013,2012,P Dowd,2.52,3.33,2.8,3,-3,0.14285714285714285,0.5714285714285714,1.82,1.97
23/02/13,West Brom,Sunderland,1,0,H,2,1,H,17,10,7,6,5,5,13,9,2,1,0,0,2012-2013,2012,R East,2.0,3.41,3.8,3,1,0.4117647058823529,0.6,1.99,1.8
24/02/13,Man City,Chelsea,0,0,D,2,0,H,15,4,11,1,6,6,19,5,3,1,0,0,2012-2013,2012,A Marriner,1.92,3.54,3.98,2,2,0.7333333333333333,0.25,1.71,2.12
24/02/13,Newcastle,Southampton,2,1,H,4,2,H,11,11,5,7,7,3,12,12,0,4,0,0,2012-2013,2012,C Foy,2.11,3.39,3.48,6,2,0.45454545454545453,0.6363636363636364,1.76,2.05
25/02/13,West Ham,Tottenham,1,1,D,2,3,A,8,25,6,16,6,12,12,7,4,1,0,0,2012-2013,2012,H Webb,3.39,3.34,2.16,5,-1,0.75,0.64,1.89,1.89
02/03/13,Chelsea,West Brom,1,0,H,1,0,H,25,8,19,4,9,7,12,16,1,2,0,0,2012-2013,2012,K Friend,1.41,4.57,7.91,1,1,0.76,0.5,1.57,2.32
02/03/13,Everton,Reading,1,0,H,3,1,H,18,12,12,6,9,10,8,8,1,1,0,0,2012-2013,2012,A Taylor,1.38,4.68,8.63,4,2,0.6666666666666666,0.5,1.63,2.24
02/03/13,Man United,Norwich,1,0,H,4,0,H,13,1,10,1,7,3,5,15,0,4,0,0,2012-2013,2012,N Swarbrick,1.33,5.08,9.53,4,4,0.7692307692307693,1.0,1.58,2.3
02/03/13,Southampton,QPR,1,1,D,1,2,A,17,5,9,3,6,3,7,15,1,3,0,0,2012-2013,2012,H Webb,1.84,3.57,4.29,3,-1,0.5294117647058824,0.6,1.84,1.95
02/03/13,Stoke,West Ham,0,1,A,0,1,A,10,10,2,7,4,2,12,12,1,2,0,0,2012-2013,2012,J Moss,2.09,3.26,3.66,1,-1,0.2,0.7,2.15,1.68
02/03/13,Sunderland,Fulham,1,2,A,2,2,D,12,7,6,4,7,3,9,14,1,3,0,0,2012-2013,2012,M Halsey,2.31,3.25,3.17,4,0,0.5,0.5714285714285714,2.07,1.74
02/03/13,Swansea,Newcastle,0,0,D,1,0,H,10,14,7,7,7,7,9,17,0,2,0,0,2012-2013,2012,C Pawson,2.08,3.41,3.54,1,1,0.7,0.5,1.79,2.0
02/03/13,Wigan,Liverpool,0,3,A,0,4,A,15,8,11,7,4,3,11,15,2,2,0,0,2012-2013,2012,M Atkinson,4.3,3.64,1.82,4,-4,0.7333333333333333,0.875,1.7,2.13
03/03/13,Tottenham,Arsenal,2,0,H,2,1,H,11,10,5,6,4,6,17,13,3,1,0,0,2012-2013,2012,M Clattenburg,2.29,3.4,3.09,3,1,0.45454545454545453,0.6,1.66,2.19
04/03/13,Aston Villa,Man City,0,1,A,0,1,A,10,20,5,12,6,5,10,14,2,0,0,0,2012-2013,2012,M Dean,6.96,4.29,1.47,1,-1,0.5,0.6,1.71,2.11
09/03/13,Norwich,Southampton,0,0,D,0,0,D,3,15,2,7,1,7,9,10,2,3,0,0,2012-2013,2012,M Clattenburg,2.4,3.32,2.96,0,0,0.6666666666666666,0.4666666666666667,1.88,1.91
09/03/13,QPR,Sunderland,1,1,D,3,1,H,15,7,8,3,4,5,4,19,0,2,0,0,2012-2013,2012,M Jones,2.22,3.29,3.32,4,2,0.5333333333333333,0.42857142857142855,2.07,1.75
09/03/13,Reading,Aston Villa,1,2,A,1,2,A,10,18,4,7,6,1,8,7,2,3,0,0,2012-2013,2012,J Moss,2.37,3.34,3.0,3,-1,0.4,0.3888888888888889,1.82,1.98
09/03/13,West Brom,Swansea,1,1,D,2,1,H,12,9,6,4,3,3,9,10,1,1,0,0,2012-2013,2012,L Mason,2.35,3.33,3.04,3,1,0.5,0.4444444444444444,1.84,1.96
10/03/13,Liverpool,Tottenham,1,1,D,3,2,H,10,15,4,9,1,4,9,8,1,1,0,0,2012-2013,2012,M Oliver,1.88,3.67,3.94,5,1,0.4,0.6,1.64,2.22
10/03/13,Newcastle,Stoke,0,0,D,2,1,H,14,7,6,4,14,4,10,12,1,1,0,0,2012-2013,2012,A Marriner,1.82,3.46,4.5,3,1,0.42857142857142855,0.5714285714285714,2.05,1.75
16/03/13,Aston Villa,QPR,1,1,D,3,2,H,10,18,6,11,9,6,16,10,3,2,0,0,2012-2013,2012,K Friend,2.23,3.29,3.29,5,1,0.6,0.6111111111111112,1.92,1.87
16/03/13,Everton,Man City,1,0,H,2,0,H,11,17,5,11,13,6,15,10,4,3,1,0,2012-2013,2012,L Probert,3.66,3.43,2.03,2,2,0.45454545454545453,0.6470588235294118,1.81,1.98
16/03/13,Man United,Reading,1,0,H,1,0,H,17,5,8,1,5,4,5,16,0,2,0,0,2012-2013,2012,L Mason,1.15,8.18,16.23,1,1,0.47058823529411764,0.2,1.31,3.3
16/03/13,Southampton,Liverpool,2,1,H,3,1,H,17,8,12,6,7,5,10,10,0,1,0,0,2012-2013,2012,P Dowd,3.94,3.59,1.9,4,2,0.7058823529411765,0.75,1.68,2.15
16/03/13,Stoke,West Brom,0,0,D,0,0,D,13,9,5,5,7,1,15,11,2,2,0,0,2012-2013,2012,M Dean,2.42,3.22,2.98,0,0,0.38461538461538464,0.5555555555555556,2.14,1.69
16/03/13,Swansea,Arsenal,0,0,D,0,2,A,9,15,2,11,3,7,2,7,1,1,0,0,2012-2013,2012,J Moss,3.24,3.35,2.22,2,-2,0.2222222222222222,0.7333333333333333,1.78,2.02
17/03/13,Chelsea,West Ham,1,0,H,2,0,H,24,15,14,9,5,5,5,14,0,2,0,0,2012-2013,2012,M Oliver,1.37,4.76,8.43,2,2,0.5833333333333334,0.6,1.53,2.42
17/03/13,Sunderland,Norwich,1,1,D,1,1,D,16,7,8,3,5,9,11,11,1,3,0,1,2012-2013,2012,C Foy,2.04,3.37,3.68,2,0,0.5,0.42857142857142855,2.06,1.75
17/03/13,Tottenham,Fulham,0,0,D,0,1,A,12,6,6,2,5,5,10,5,1,1,0,0,2012-2013,2012,M Jones,1.48,4.24,6.75,1,-1,0.5,0.3333333333333333,1.64,2.23
17/03/13,Wigan,Newcastle,1,0,H,2,1,H,13,9,10,4,7,3,7,12,1,1,0,0,2012-2013,2012,M Halsey,2.24,3.34,3.22,3,1,0.7692307692307693,0.4444444444444444,1.77,2.04
30/03/13,Arsenal,Reading,1,0,H,4,1,H,23,4,14,2,11,3,9,14,0,1,0,0,2012-2013,2012,C Foy,1.23,6.08,12.13,5,3,0.6086956521739131,0.5,1.41,2.76
30/03/13,Everton,Stoke,1,0,H,1,0,H,15,10,9,5,4,3,13,18,1,3,0,0,2012-2013,2012,M Jones,1.54,3.85,6.83,1,1,0.6,0.5,2.04,1.76
30/03/13,Man City,Newcastle,2,0,H,4,0,H,19,5,11,1,9,2,6,8,0,2,0,0,2012-2013,2012,N Swarbrick,1.29,5.35,10.57,4,4,0.5789473684210527,0.2,1.56,2.35
30/03/13,Southampton,Chelsea,2,1,H,2,1,H,13,7,8,4,7,7,12,6,2,1,0,0,2012-2013,2012,J Moss,3.41,3.43,2.12,3,1,0.6153846153846154,0.5714285714285714,1.71,2.13
30/03/13,Sunderland,Man United,0,1,A,0,1,A,9,10,4,6,3,6,11,9,3,1,0,0,2012-2013,2012,K Friend,5.76,3.7,1.63,1,-1,0.4444444444444444,0.6,1.94,1.85
30/03/13,Swansea,Tottenham,0,2,A,1,2,A,11,9,3,7,5,2,5,10,2,4,0,0,2012-2013,2012,A Taylor,3.19,3.32,2.26,3,-1,0.2727272727272727,0.7777777777777778,1.85,1.95
30/03/13,West Ham,West Brom,2,0,H,3,1,H,14,17,8,11,5,3,10,13,1,1,0,1,2012-2013,2012,A Marriner,2.23,3.3,3.28,4,2,0.5714285714285714,0.6470588235294118,1.95,1.85
30/03/13,Wigan,Norwich,0,0,D,1,0,H,13,9,6,5,10,3,13,9,1,2,0,0,2012-2013,2012,H Webb,1.91,3.45,4.09,1,1,0.46153846153846156,0.5555555555555556,1.88,1.92
31/03/13,Aston Villa,Liverpool,1,0,H,1,2,A,10,16,7,12,7,8,9,8,1,1,0,0,2012-2013,2012,L Mason,4.72,3.71,1.74,3,-1,0.7,0.75,1.67,2.18
01/04/13,Fulham,QPR,3,1,H,3,2,H,9,19,5,11,3,6,11,7,2,1,1,0,2012-2013,2012,L Probert,1.98,3.42,3.82,5,1,0.5555555555555556,0.5789473684210527,1.91,1.88
06/04/13,Norwich,Swansea,1,1,D,2,2,D,12,16,9,9,2,5,8,16,5,3,0,0,2012-2013,2012,M Oliver,2.56,3.25,2.78,4,0,0.75,0.5625,2.06,1.76
06/04/13,Reading,Southampton,0,1,A,0,2,A,8,12,3,4,8,4,5,11,0,0,0,0,2012-2013,2012,M Jones,3.19,3.45,2.21,2,-2,0.375,0.3333333333333333,1.7,2.12
06/04/13,Stoke,Aston Villa,0,1,A,1,3,A,6,11,2,8,4,2,16,11,3,1,0,0,2012-2013,2012,M Clattenburg,2.06,3.28,3.74,4,-2,0.3333333333333333,0.7272727272727273,2.19,1.66
06/04/13,West Brom,Arsenal,0,1,A,1,2,A,16,11,5,6,6,4,7,15,2,4,0,1,2012-2013,2012,H Webb,3.93,3.51,1.93,3,-1,0.3125,0.5454545454545454,1.73,2.1
07/04/13,Chelsea,Sunderland,0,1,A,2,1,H,14,7,7,3,8,5,9,15,0,2,0,0,2012-2013,2012,N Swarbrick,1.33,4.86,9.82,3,1,0.5,0.42857142857142855,1.68,2.15
07/04/13,Liverpool,West Ham,0,0,D,0,0,D,19,10,12,4,12,2,8,4,0,1,0,0,2012-2013,2012,A Taylor,1.34,5.01,8.99,0,0,0.631578947368421,0.4,1.55,2.37
07/04/13,Newcastle,Fulham,0,0,D,1,0,H,20,5,10,3,10,3,13,11,2,2,0,0,2012-2013,2012,K Friend,2.01,3.4,3.73,1,1,0.5,0.6,1.81,1.98
07/04/13,QPR,Wigan,0,0,D,1,1,D,6,16,2,10,2,10,9,12,2,3,1,0,2012-2013,2012,P Dowd,2.34,3.34,3.03,2,0,0.3333333333333333,0.625,1.85,1.95
07/04/13,Tottenham,Everton,1,1,D,2,2,D,19,9,10,5,7,6,14,8,1,1,0,0,2012-2013,2012,A Marriner,2.18,3.26,3.42,4,0,0.5263157894736842,0.5555555555555556,2.06,1.74
08/04/13,Man United,Man City,0,0,D,1,2,A,16,9,7,5,9,4,13,18,3,5,0,0,2012-2013,2012,M Dean,2.2,3.32,3.33,3,-1,0.4375,0.5555555555555556,1.75,2.06
13/04/13,Arsenal,Norwich,0,0,D,3,1,H,10,5,7,5,9,3,8,10,1,2,0,0,2012-2013,2012,M Jones,1.24,5.94,12.09,4,2,0.7,1.0,1.48,2.54
13/04/13,Aston Villa,Fulham,0,0,D,1,1,D,15,8,7,3,8,5,5,15,1,2,0,0,2012-2013,2012,P Dowd,2.25,3.3,3.21,2,0,0.4666666666666667,0.375,1.94,1.86
13/04/13,Everton,QPR,1,0,H,2,0,H,14,8,10,5,13,5,6,12,3,3,0,0,2012-2013,2012,L Mason,1.43,4.4,7.49,2,2,0.7142857142857143,0.625,1.72,2.1
13/04/13,Reading,Liverpool,0,0,D,0,0,D,7,26,5,15,4,9,9,8,2,1,0,0,2012-2013,2012,M Clattenburg,7.01,4.38,1.46,0,0,0.7142857142857143,0.5769230769230769,1.57,2.33
13/04/13,Southampton,West Ham,0,0,D,1,1,D,15,6,11,4,7,4,9,18,2,3,0,0,2012-2013,2012,M Dean,1.87,3.51,4.15,2,0,0.7333333333333333,0.6666666666666666,1.86,1.95
14/04/13,Newcastle,Sunderland,0,1,A,0,3,A,15,8,9,7,10,9,14,7,3,2,0,0,2012-2013,2012,H Webb,1.91,3.39,4.17,3,-3,0.6,0.875,1.96,1.84
14/04/13,Stoke,Man United,0,1,A,0,2,A,13,9,4,3,3,7,9,9,1,1,0,0,2012-2013,2012,J Moss,6.35,3.75,1.58,2,-2,0.3076923076923077,0.3333333333333333,2.01,1.79
16/04/13,Arsenal,Everton,0,0,D,0,0,D,10,10,6,5,8,1,11,12,2,3,0,0,2012-2013,2012,N Swarbrick,1.72,3.82,4.8,0,0,0.6,0.5,1.68,2.18
